"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ptprk",2694.502975481,0.0653199795960664,0.102130775529502,0.639571953286478,0.522450921166258,0.999958958199752
"Nbn",602.91395754837,0.0365997022301486,0.0987972406310209,0.370452676576646,0.711045230859395,0.999958958199752
"Hoxa6",5.41097650627663,0.375202333832591,0.683346752358247,0.549065803763255,0.582960291841372,0.999958958199752
"Hoxa5",66.1789123947255,-0.0226936481852949,0.200242443686873,-0.113330859169806,0.909768252758075,0.999958958199752
"Hoxa4",26.5260377573507,0.208817871116576,0.224739735695847,0.929154207955377,0.352809174927605,0.999958958199752
"BC051142",23.1830556559369,-0.358850958961583,0.253574456404259,-1.41516998222205,0.157018663416674,0.999958958199752
"Rnf128",9025.69293769675,-0.231280564707326,0.24590170319262,-0.94054071893174,0.346940273397251,0.999958958199752
"5730596B20Rik",22.0232260271217,-0.0643082624370858,0.269421231604371,-0.238690403329158,0.811345658735361,0.999958958199752
"Dmrta1",7.84844793373143,0.492254341376036,0.493687610362894,0.99709680989198,0.318717521341106,0.999958958199752
"Gm27492",0,0,0,0,1,NA
"Hoxa1",7.80541078896775,0.301071940662007,0.296996703360703,1.01372149002056,0.310715666749563,0.999958958199752
"Kdm4a",1468.1923990443,-0.0544465497954826,0.0594582132081359,-0.915711166847382,0.359818406494814,0.999958958199752
"Gabarapl1",909.420298002192,0.0186370221898191,0.185514385832992,0.100461331374036,0.919978080578701,0.999958958199752
"Olfr446",33.1646662605865,-0.0604848439196592,0.201692483600139,-0.299886455062809,0.764263766408137,0.999958958199752
"Zfp236",1421.8425050206,0.0772932006481035,0.0862602605538974,0.896046454668531,0.37022795298237,0.999958958199752
"Doxl1",0.703578066628128,-0.549635962414804,1.01666210762739,-0.540627961139912,0.588764041266951,NA
"Ly6g6e",21.7509340884172,2.30058772972155,0.592589848273377,3.88225977280028,0.000103490234826533,0.0778300533361608
"Igkv6-23",3480.49902457197,0.214142948346708,0.403034707860163,0.53132632046421,0.595192669208386,0.999958958199752
"Gm9888",4.35887892755203,-0.229096175373965,0.531739520275444,-0.430842859404718,0.666582633498865,0.999958958199752
"Aoc1",11248.243732378,-0.877555191747016,0.368692508960921,-2.38018177863232,0.0173040995798458,0.704944730461132
"Pou3f4",2.40059430167804,-0.957084196113258,0.534448515813233,-1.79078838802074,0.0733272593680187,0.999958958199752
"Gm7932",58.0866009822314,0.0122994001853865,0.163791074838898,0.075092004845099,0.940141509074889,0.999958958199752
"Rho",2.63725993922818,0.546860847492431,0.465677805727652,1.17433307056136,0.240261641986097,0.999958958199752
"Lexm",1.02692938850773,-2.04239906923651,1.02386542959439,-1.99479248952239,0.0460655168470069,NA
"Ate1",1222.98607584604,0.0294321377841876,0.0879898065238591,0.334494857381086,0.73800617086436,0.999958958199752
"Gimap1",396.797119083954,-0.246203241416388,0.114927320080776,-2.14225165298683,0.0321732370240528,0.85153804031629
"Gm7265",196.234739637664,0.134577338495682,0.190209313657497,0.707522338984995,0.479241935372301,0.999958958199752
"Gimap4",713.546138940545,-0.4479493522639,0.155683351791671,-2.8773105608834,0.00401080649901984,0.423808009010831
"Slc25a46",1589.31440250763,0.0118197704385862,0.117247394444776,0.10081051689514,0.919700878100396,0.999958958199752
"Tmem198",19.481391913413,0.320727580224529,0.232616511338768,1.37878252226662,0.16796181703861,0.999958958199752
"Acad9",1206.08273665229,0.073260166768354,0.0604563759407352,1.21178561613039,0.225594455739967,0.999958958199752
"0710001A04Rik",0.341988305570727,0.784663134790139,1.77643191725685,0.441707406384485,0.658700949496729,NA
"Samd7",0.454385418155873,-0.708669560992281,1.26534418047976,-0.560060710694212,0.575438028148833,NA
"Gm23346",5.16439693011599,0.162748848729456,0.525480326097226,0.309714447233832,0.756778115339211,0.999958958199752
"Gm16630",21.1458574907066,-0.124554912361617,0.207278000889538,-0.600907533974116,0.547901574926833,0.999958958199752
"Spock2",368.602931990955,-0.195835770582684,0.212579133919335,-0.92123703287358,0.356926687612616,0.999958958199752
"Ccny",2145.88272078621,-0.0548763278377107,0.118996160543551,-0.461160491120441,0.644683464988737,0.999958958199752
"Brd1",2435.1411738244,0.00349350429330758,0.0625075025068329,0.0558893597280694,0.955429947288752,0.999958958199752
"A230006K03Rik",1.71451645657851,-0.121799974191335,0.604992437988632,-0.201324787787883,0.84044462150253,NA
"Gm44141",2.30006493523599,-1.24474528016541,0.615606634486496,-2.02198158764761,0.0431782540526159,0.917305655626598
"Ndufaf5",199.228529698736,0.155168914243946,0.0985416665188163,1.57465283189945,0.115336600864993,0.999958958199752
"Clip1",1810.02097638938,0.127089674026606,0.134370510404511,0.945815221241721,0.344242840602801,0.999958958199752
"Gm43888",120.438593260846,-0.61291392051278,0.314902812038558,-1.94635899420845,0.0516116316544587,0.947607327284278
"Prkab2",317.375822752129,-0.118121781039596,0.140008199869974,-0.843677592807396,0.398849592029101,0.999958958199752
"Sos2",1324.89034919607,0.0623786826004772,0.086946336499985,0.717438883701419,0.473103334379381,0.999958958199752
"Snai2",32.544743204305,-0.17623867798601,0.17231557127165,-1.0227669889924,0.306418029520576,0.999958958199752
"Gm43880",2.78449461731955,-0.0915558320710246,0.575151483867347,-0.159185596558664,0.873522651443713,0.999958958199752
"Rps15",7580.85778616771,-0.0390736678695989,0.125132773203243,-0.31225766735094,0.754844709210911,0.999958958199752
"Vmn1r210",8.95350702753593,0.178022689728018,0.381961813974638,0.466074573988275,0.641162122214647,0.999958958199752
"Gm26862",0.420866022685769,-0.0956520748213404,1.78407281345984,-0.053614445609898,0.957242347133917,NA
"6330419E04Rik",1.34789738911461,0.0602973598401891,0.729782893216861,0.0826236958972827,0.934150759092109,NA
"Gm43885",2.07843170897382,0.135615929195863,0.580867429993919,0.233471395008811,0.815395379319291,NA
"1500032F14Rik",1.00574925237868,-0.639769604934486,0.770644762228236,-0.830174467266424,0.406440148931315,NA
"Pip5kl1",2.10375267179978,0.336446907190749,0.519063071772546,0.648181166195888,0.516867781816265,NA
"Gm43872",2.25699379770908,0.416498739236025,0.51175667524592,0.813860882295048,0.415724652403631,0.999958958199752
"Gm43879",2.80195900840572,0.0190138981290206,0.514134600124076,0.036982335218116,0.970499090558734,0.999958958199752
"Pkd1l2",24.7172519584201,0.013632315764542,0.392034239689653,0.034773278413982,0.972260528477429,0.999958958199752
"Gm44253",25.6152174820027,0.331408790631996,0.221696850759828,1.49487369575233,0.134947408389267,0.999958958199752
"Tcp1",4953.7565144997,0.042203812593932,0.107436218900582,0.392826674521989,0.694447501757706,0.999958958199752
"Golga4",10248.5194276922,0.0263722493769664,0.10393095892207,0.253747773045575,0.799690424064776,0.999958958199752
"Mir22hg",735.023015474018,-0.248470686484289,0.23531494793839,-1.05590693944927,0.291010733399626,0.999958958199752
"Dusp1",322.159721483884,0.109402612273093,0.256432438041176,0.426633280519394,0.669646453469573,0.999958958199752
"Olfr13",0.963211249591292,-1.11244266091049,0.875342046315471,-1.27086624662101,0.203776236158987,NA
"Vmn1r181",3.6343221611016,-0.560907460012498,0.603799790529276,-0.928962660819772,0.352908437419757,0.999958958199752
"Etaa1os",9.8994959308252,-0.0301180604391604,0.422506859027295,-0.0712841928968889,0.94317157546407,0.999958958199752
"Olfr448",0.406624373159878,-1.23806478838208,1.34675675208806,-0.91929354463049,0.357942053415361,NA
"Cd163l1",21.4677808598575,-0.145113530141493,0.367936146779499,-0.394398678715463,0.693286719135026,0.999958958199752
"Gm12981",5.9023515417366,-0.0659423733722197,0.326844929451034,-0.201754310470644,0.840108801907205,0.999958958199752
"Gm43869",0.940743826090275,0.313928658232671,0.742094083503656,0.423030805946487,0.672272785118954,NA
"Rfx5",539.317375726591,0.0237823694186493,0.0908862792317478,0.261671724485578,0.79357454173468,0.999958958199752
"Tas2r126",0.887736428004114,-0.292057158106969,0.966107094419525,-0.302303088129632,0.762421024422299,NA
"Zdhhc7",1911.29314156981,-0.0459532410629726,0.13619071408641,-0.337418313511567,0.73580158110704,0.999958958199752
"Wdr92",413.187687237281,0.0981877529920202,0.0880307026160555,1.11538077141409,0.264687285909833,0.999958958199752
"Tas2r135",1.6158193217561,1.05223746798395,0.639247136461115,1.64605738214043,0.0997519455904393,NA
"Fam131b",13.5390887001682,-0.216657957308746,0.261622864555741,-0.828130819822074,0.407596417089497,0.999958958199752
"Ggnbp2",3155.25258501562,-0.101987708566137,0.109145968483507,-0.934415718538863,0.350089492673396,0.999958958199752
"Tmem139",513.35592199821,0.262950300083072,0.224520496035429,1.17116390140871,0.24153290226666,0.999958958199752
"Asphd1",8.29073423938633,-0.0200199032904797,0.353299026710255,-0.0566656055548613,0.954811572763433,0.999958958199752
"Pcdha3",4.32011243807998,-0.125533919384414,0.64534663498784,-0.194521692031104,0.845767412327501,0.999958958199752
"Gm25544",1.6835283317107,0.422749211310128,0.613110468654933,0.689515565176326,0.490498881546071,NA
"4933409K07Rik",10.3430948805875,-0.302570534940871,0.291600951053999,-1.03761847774235,0.299447711927608,0.999958958199752
"Olfr459",7.28026534257137,-0.669442880230058,0.501015973048796,-1.33617073355236,0.181493474593843,0.999958958199752
"Kel",0.86292082631473,0.237431903842022,0.730938555458743,0.324831549887265,0.745308564909388,NA
"Trbc2",293.95980295754,-0.360916661518065,0.177120349909205,-2.03769166955168,0.0415807778183308,0.91068194536981
"Zim1",36.1210691520486,-0.0421492923651689,0.255216564183398,-0.16515108453102,0.868825065365718,0.999958958199752
"Trbc1",83.279325424315,-0.265301893897247,0.233463941067531,-1.13637203537358,0.255800894322507,0.999958958199752
"Cyp2c23",51.4828868663045,0.0992436979954214,0.382963841467964,0.259146392554983,0.795522290979527,0.999958958199752
"Actl10",2.74044939581493,0.765945622493839,0.55997106461127,1.36783071644167,0.171365070579424,0.999958958199752
"Try5",202817.62431122,0.831909656344921,0.741117410958231,1.1225072357554,0.261646832763111,0.999958958199752
"Try4",249538.458510086,0.502673875309057,0.753073105942778,0.667496782639391,0.504454864096808,0.999958958199752
"Wdr34",217.582671915222,-0.0237375881186989,0.155670508746969,-0.152486095855719,0.878803556096646,0.999958958199752
"Gm29560",4.25069578548333,0.828761441065202,0.489408840040331,1.69339287168762,0.0903807108220405,0.999958958199752
"Sidt1",176.01931656125,0.290678722888717,0.202660244060844,1.43431546841248,0.151482258049833,0.999958958199752
"Trbv29",2.84049805617896,-0.674617230879866,0.547591315957638,-1.23197211354618,0.217959501284827,0.999958958199752
"Grb14",88.2771858945404,-0.184425031967497,0.204744825987829,-0.900755518864538,0.367718322544436,0.999958958199752
"Trbv26",1.89412957788709,0.13922260589234,0.662682217261408,0.210089545585952,0.83359778481714,NA
"Lypd5",1.0300571024477,-0.249746647796352,1.13413886904419,-0.220208172573107,0.825709032052306,NA
"1700108N11Rik",3.86558929801554,-0.860638976933603,0.432551943502218,-1.9896777482152,0.0466264454337041,0.92645331590419
"Trbv19",7.57183069901025,0.0880346414163053,0.372612641373598,0.236263163514192,0.813228469103935,0.999958958199752
"Slc16a9",1488.94016941306,0.378455393436084,0.406216211551269,0.931659994540418,0.351512267386014,0.999958958199752
"Gm49897",414.105093083267,-0.0823697189883984,0.264265009456473,-0.311693625871289,0.755273372624651,0.999958958199752
"Samd5",229.694313020808,-0.232199072054692,0.447965040142555,-0.518341949141389,0.604219709514413,0.999958958199752
"Aspg",72.589088554955,-0.244996228867128,0.375719280751281,-0.652072548359078,0.514354372250234,0.999958958199752
"Trbv17",4.10229618844191,-0.907815493256076,0.663693983177638,-1.367822394456,0.171367676105995,0.999958958199752
"Sh3bp5l",707.948531637285,0.0817700231206146,0.0703852587760379,1.16174927168773,0.245337325230447,0.999958958199752
"Trbv12-2",2.99792524490011,-0.2880376983847,0.475250087037488,-0.606076056040743,0.544464249946751,0.999958958199752
"Zc3h13",1182.6129870046,-0.0259863544565331,0.104046585890913,-0.249756916423748,0.802775339681746,0.999958958199752
"Trbv13-1",6.60170607181837,-0.347273873745916,0.361119270593092,-0.961659767354878,0.336220538345961,0.999958958199752
"Dlg4",309.415457789021,0.0320170789006574,0.176086368574311,0.181825993459259,0.855719284711157,0.999958958199752
"Trbv2",7.93108879510268,-0.0662386539531755,0.351612773184709,-0.188385232291829,0.850574675369101,0.999958958199752
"Gm2663",73.7651590253798,2.81150228336543,0.802973701489939,3.50136284432306,0.000462885161535747,0.152441308984051
"Gm37298",60.6068652590007,0.110786831964733,0.187854509210815,0.589748057846222,0.55535957073046,0.999958958199752
"Gm37673",16.722877348253,-0.0901562629222518,0.291402276430522,-0.309387641121422,0.75702667049741,0.999958958199752
"Gm37995",6.58914285685025,-0.081316242884968,0.457459474603919,-0.177756167265688,0.858914472485742,0.999958958199752
"Tmem259",1940.94075502897,-0.00860223434630024,0.103248647336333,-0.0833157098734513,0.933600509051653,0.999958958199752
"Tnk2",1074.53577143363,0.286358664046998,0.225646525133074,1.26905860339803,0.20442016333525,0.999958958199752
"Gm44106",6.06255103129445,0.480806186420464,0.359965691108227,1.33570003557896,0.181647337751634,0.999958958199752
"Gm42420",1.04668881901198,0.318423148449993,0.908922336433363,0.350330425038837,0.726090734379466,NA
"Zc3hav1",3404.33231965515,-0.137678083418029,0.122373142029307,-1.12506781418636,0.260560298885096,0.999958958199752
"Atp6v0a4",17.252729035598,1.17498461175617,0.461152686743014,2.54792966740525,0.0108364315951491,0.597000819038275
"Akr1d1",3.71502367269657,0.811806642765157,0.494794476117626,1.64069463575048,0.100860819009257,0.999958958199752
"Fam180a",21.1264297814374,-0.741763594023509,0.345605089622498,-2.14627508765491,0.0318510379537295,0.849840252253849
"Slc13a4",2.1001819170096,-2.6711784289889,0.898053149095952,-2.97441018015237,0.00293552382424394,NA
"D5Ertd605e",4.46831320192436,0.194161677419053,0.476955835806661,0.407085232725317,0.683945389009442,0.999958958199752
"Gm43112",6.12935773570157,0.353368606952141,0.426952941196842,0.827652354288911,0.407867409436784,0.999958958199752
"Nup205",1846.46869934625,0.0199551448176349,0.127366046588344,0.156675545423274,0.875500560954582,0.999958958199752
"5530402G07Rik",0.745067303334758,0.42449040850636,1.01869917811621,0.41669848923539,0.676898959543185,NA
"Gm17749",0.444874961197522,-1.1413301409029,1.37983696088545,-0.827148549615961,0.408152869326926,NA
"Prokr1",22.6704048550823,-0.150939947940395,0.177144925264026,-0.852070403458788,0.394175017594831,0.999958958199752
"Rbm3",5295.30749425807,-0.104377130418091,0.179896619185564,-0.580206181142435,0.561775585819307,0.999958958199752
"Cyren",82.1172649092524,0.015355468305787,0.139880357349609,0.109775729750307,0.912587239548037,0.999958958199752
"Gm44956",0.46630323886196,-0.126607299138411,1.24300852731273,-0.101855535466136,0.918871343893499,NA
"Grk2",1964.14504578577,-0.0156194305662982,0.0724491709100345,-0.215591570891737,0.829306126753004,0.999958958199752
"Stub1",1226.20136590646,-0.0778974485179264,0.0826889611197677,-0.942053781581543,0.34616510561402,0.999958958199752
"Akr1b10",334.660051565082,0.235716762171065,0.111718803584722,2.10991126477925,0.0348659997845383,0.872265626526208
"Asb10",3.5648603447552,-0.773020821377893,0.412666053793792,-1.87323579022608,0.0610358321117159,0.980858732948259
"Slc35b4",427.411334841073,-0.0955321789850876,0.100472798880702,-0.950826293776478,0.341692562575798,0.999958958199752
"Sgsm1",190.977125663472,0.239966297618325,0.151898487320869,1.57978069334833,0.114157098506106,0.999958958199752
"Agpat5",724.797386866304,0.179468142843007,0.11583993662512,1.5492769425781,0.121315160072954,0.999958958199752
"Zfp518b",120.137722132483,-0.0374563294515206,0.131692349834968,-0.284422971406156,0.776086256974371,0.999958958199752
"Stpg4",2.1021399548145,-0.468710242406768,0.612823212424677,-0.764837612061534,0.444368247816668,NA
"Ccdc174",452.697426194495,-0.0649414324223525,0.111339021678682,-0.583276477942922,0.559707194561751,0.999958958199752
"Gm22422",140.058454604181,0.0723315985652607,0.286240720338951,0.252694999088912,0.800503912647668,0.999958958199752
"1700052K11Rik",106.819095985359,0.138454400236199,0.122187620251703,1.13312952614174,0.257159863684645,0.999958958199752
"Gm35909",82.0507657929401,-0.550029039537028,0.192932902598537,-2.85088251992741,0.00435980744696111,0.431358974569933
"Lrp10",3082.04657394334,0.136994955857081,0.115342970671434,1.18771828971983,0.234944415573404,0.999958958199752
"Gm10406",1.50500541202322,-0.91405602435388,0.780133059431525,-1.17166682440037,0.241330847509575,NA
"AI504432",193.430483491363,-0.416351044202432,0.168645967011536,-2.46878743429396,0.0135571724070228,0.639127802656641
"Gm44086",30.4821963023823,0.153037277033054,0.293676068921267,0.521109117250145,0.602290760015986,0.999958958199752
"Fbxl2",19.6640879361107,0.0861890358725728,0.210053658060829,0.410319137825315,0.681571855059814,0.999958958199752
"Cpa1",353624.410023167,0.196838721963455,0.660565590718744,0.297985127789172,0.765714514594358,0.999958958199752
"Sox11",6.02878155449423,-1.15344762373418,0.37559973029333,-3.07094902020664,0.0021337957993719,0.298123603411639
"Ssmem1",1.12535602171854,0.219377863754477,0.995977330603329,0.220263912655106,0.825665623512861,NA
"1700095J07Rik",12.5907022139711,-0.190199960735849,0.323823335479761,-0.58735717873469,0.556963846670088,0.999958958199752
"Rncr4",11.9492494636052,-0.0312188766008082,0.260289372541111,-0.119939113518272,0.904531379996159,0.999958958199752
"Lrpap1",879.790211136778,0.0154882480963921,0.129335017625196,0.119752936063116,0.904678865131001,0.999958958199752
"Tmem135",2120.15624286705,-0.0877287112715968,0.178992350250964,-0.490125478259785,0.624045110043522,0.999958958199752
"4930528J11Rik",0.842026432140663,-0.519396142897977,0.776041491562938,-0.669289140522525,0.503311052714297,NA
"Gm43029",48.3431585686167,0.178491391455894,0.185103238527797,0.964280219381951,0.334905455249574,0.999958958199752
"Tnpo3",2256.35381399093,-0.00293695914589302,0.062927427568086,-0.0466721628294006,0.96277451700393,0.999958958199752
"Gm26627",0.473070054443423,0.348926684156014,1.36797056200047,0.255068854439204,0.79866991924818,NA
"Gm16163",14.7454461296042,0.293854906791122,0.473092621507209,0.62113610196443,0.534510077377809,0.999958958199752
"Zfp947",125.019235007279,0.0506090605867763,0.16289925891961,0.310677046184425,0.756046148816794,0.999958958199752
"Spn",333.896917990068,-0.452745195140893,0.170544340868087,-2.65470664600406,0.00793774046816375,0.52933345499718
"Gm49795",226.894763837405,-0.225056205316646,0.272995410767622,-0.824395562855147,0.409714835226028,0.999958958199752
"Tpcn2",270.175856083814,0.160850594972577,0.0774310042138965,2.07734093862764,0.0377701031318527,0.892201728186267
"Prss22",1.55585958584249,0.0357932913731371,0.706450657921593,0.0506663713477775,0.959591373992824,NA
"Gm44046",34.8130183639136,-0.0601102457526077,0.299211048286906,-0.200895809485515,0.840780044463095,0.999958958199752
"Carmil1",2141.60423337727,0.00495428209639344,0.10325392929043,0.04798153571917,0.961730958017686,0.999958958199752
"Lep",13.1002411002695,-1.15555781294821,0.562390330312898,-2.05472560722246,0.0399055151533143,0.90503717231087
"Gm44767",0.294572578047048,0.941509111002734,1.24608100565566,0.7555761677848,0.449903349223507,NA
"Gm43365",63.2256745156337,0.123584797202349,0.169877461011636,0.72749378561694,0.46692352083871,0.999958958199752
"Tmem209",539.56792760144,0.0455307398482421,0.11781913755547,0.386446045972847,0.699166353868262,0.999958958199752
"Ybx3",1655.80014915053,0.0436898956308839,0.125112901662934,0.34920375956581,0.72693634393253,0.999958958199752
"A830082K12Rik",21.1981311302211,-0.0307315363012493,0.217981371413886,-0.140982397265951,0.887883848387632,0.999958958199752
"Il16",628.063746811014,-0.253041412975616,0.130879391945296,-1.9333938614368,0.0531876968872338,0.954165770686663
"Gm47484",34.3562413123309,-0.127870664863793,0.173828151089935,-0.735615399818848,0.461964787977677,0.999958958199752
"Gm37945",0.630895076576255,-0.952923849491048,1.38077626432344,-0.690136319773692,0.490108464875848,NA
"Arf5",2388.40183128742,-0.118514744107024,0.144001180435675,-0.82301230968009,0.410500993321553,0.999958958199752
"Trps1",595.946777551216,-0.0696869645134586,0.120497679732251,-0.578326194067011,0.56304391292622,0.999958958199752
"Gm42549",187.149947046303,0.120547445286845,0.182035869949556,0.662218085480901,0.507831465199789,0.999958958199752
"Trbv1",6.5210824318772,0.209088271311679,0.412538649577194,0.506833169512653,0.612271880684699,0.999958958199752
"Gm42547",92.5394460190432,0.239809969832844,0.159801075776702,1.50067806907597,0.133438848092008,0.999958958199752
"Gm43870",7.98993420361299,0.161110476404744,0.446708155412009,0.360661596285718,0.718352436779156,0.999958958199752
"Invs",359.103328160198,-0.0651426573790619,0.118178073742084,-0.551224565745009,0.581479741974305,0.999958958199752
"Tmem229a",68.2986532945394,0.079941536574308,0.19407239046965,0.411916071012738,0.68040094093293,0.999958958199752
"Hyal4",0.347044581240471,-0.760115388282298,2.40913206366943,-0.315514205196597,0.752371267269843,NA
"Gm42856",120.698733521779,0.246273563983729,0.136587403302655,1.80304741161253,0.0713807690374429,0.994990596634955
"Gm42541",1.09311542079386,0.269056733766844,0.752250425215264,0.357669101602503,0.720590958787005,NA
"Rpp38",97.2071900887488,0.0546998034082009,0.182670480147873,0.299445227077309,0.764600358082724,0.999958958199752
"Med23",1100.80393973895,-0.0600699654989923,0.0970304909525079,-0.619083392336888,0.53586142344157,0.999958958199752
"Gm28250",0.605565002046288,-2.1340934310447,2.26026967177541,-0.944176466062298,0.345079479254433,NA
"Gm42583",312.934386643991,0.160863145219825,0.196661730329911,0.81796872706229,0.413375044578021,0.999958958199752
"4930506C21Rik",1.39190418025627,-0.477910814297589,0.765229547491043,-0.624532620132762,0.532277854553405,NA
"Polr2a",3488.65395287342,0.188066792595696,0.181664870464901,1.03524028676767,0.300556708742854,0.999958958199752
"Gm15972",17.4111687499303,-0.0441038117778753,0.260998251558745,-0.16898125376119,0.865811386676686,0.999958958199752
"Taf1d",828.808540993335,-0.0479885889618229,0.146745978577216,-0.327018085450101,0.743654206389535,0.999958958199752
"Olfr398",82.257361394255,-0.154540480067203,0.238626589200492,-0.647624728597867,0.517227699214847,0.999958958199752
"Gm44676",3.08626633790464,-0.457217494187145,0.4423539725871,-1.03360096782474,0.301322746755959,0.999958958199752
"Gm48807",1.76284227950371,-0.114166054727531,0.644026883035723,-0.177269082603184,0.85929703467438,NA
"Gm5157",5.31657059206237,0.265308016245037,0.57473681624151,0.461616532554879,0.644356336628937,0.999958958199752
"Qprt",44.5929307030782,-0.225411536517648,0.164691816443213,-1.36868692923411,0.171097157792559,0.999958958199752
"Mtf1",828.569840193208,-0.188864413954647,0.120067322054753,-1.57298764328666,0.115721679447866,0.999958958199752
"Map3k21",1362.57673958267,0.032810001207147,0.105947508826598,0.309681667559039,0.756803045063955,0.999958958199752
"Gm16174",14.1553477254967,0.417160230345188,0.319939677685268,1.30387150903977,0.192277395916005,0.999958958199752
"Bnip2",925.763820450349,-0.0808046303248062,0.09054866929714,-0.89238893240542,0.372184501254027,0.999958958199752
"Banf2os",38.8346414181374,0.233309262780236,0.284733115738387,0.819396304413713,0.412560342730322,0.999958958199752
"Upk3a",7.45409861464489,-1.8016688779126,0.529206355987174,-3.40447324097571,0.00066291795007582,0.184123463892745
"Tes",3050.91537652239,-0.0410599013733688,0.200985582603579,-0.204292769866756,0.838124719644522,0.999958958199752
"Gm45184",383.742609901868,-0.142620587282417,0.309218641728928,-0.461228943006104,0.644634358584291,0.999958958199752
"Gm15473",4.92897781600938,-0.395301070721965,0.40970720551575,-0.964837975510705,0.334625971725828,0.999958958199752
"Pdyn",2.9314774547692,-0.184463724726806,0.486887456430819,-0.37886316907615,0.704789475687167,0.999958958199752
"Gm50287",3.8684031260021,-1.36209126010383,0.759747311504538,-1.79282142822784,0.0730014820076742,0.999958958199752
"Gm43924",7.40113019233909,-0.0385990200543612,0.267099612236953,-0.144511703821265,0.885096415146569,0.999958958199752
"Gm26205",42.0270421928586,0.0127019985833924,0.260451155711247,0.0487692156661984,0.961103215309713,0.999958958199752
"Ociad1",2212.16828671118,-0.0112954957420421,0.113333354929332,-0.0996661199087008,0.920609398971717,0.999958958199752
"Gm10851",3.61478215877177,-1.68784489998298,0.622164487616097,-2.71285959513726,0.00667053632502509,0.510419603028904
"Tmem106b",2074.97507397091,0.0801997072917706,0.15734979641736,0.509690569151078,0.610268261124376,0.999958958199752
"Stx16",1346.7884701256,0.0545152954793103,0.0694172717217963,0.785327543522472,0.432261550711696,0.999958958199752
"4732487G21Rik",1.29372587578629,-0.127004206521923,0.858269232384731,-0.147977116887946,0.88236082748312,NA
"Mios",440.23054901446,0.104437787821614,0.110589995194918,0.944369222889828,0.344981003292384,0.999958958199752
"Tac1",174.14676413358,-0.0789876258444651,0.161558313888406,-0.488910932179107,0.624904755680082,0.999958958199752
"Gm26642",0.594689711246925,-0.872474804952934,1.12584868091289,-0.774948551918625,0.438370061004803,NA
"Sdhaf3",230.072255925343,0.25532260372324,0.154541718088392,1.652127379464,0.0985085865620092,0.999958958199752
"Gm12829",22.2202814168047,0.213960303640359,0.307421227855183,0.695984155463554,0.486438752506025,0.999958958199752
"Dynlt1f",604.034475674902,-0.00246923043237795,0.161803536689504,-0.0152606703345202,0.987824219353405,0.999958958199752
"Pdk4",1396.14922202633,0.534269541637183,0.29334902453281,1.82127601238172,0.0685649108880529,0.990868503979774
"Smad1",1304.32828870222,0.000677398017708971,0.0685600233445043,0.00988036445532032,0.99211673800898,0.999958958199752
"Zc4h2",35.6419053499653,-0.125155871827815,0.208942002920009,-0.598998143402165,0.549174122640402,0.999958958199752
"Gm26556",3.01319508563848,0.812929428123726,0.523509367005588,1.55284600306884,0.120459929405087,0.999958958199752
"Peg10",28.1660597424485,-0.303824288951335,0.291615115911113,-1.04186742172839,0.297473150156352,0.999958958199752
"Gm44432",15.0988305726235,0.369476126133186,0.337900682226341,1.09344593120914,0.274198056249266,0.999958958199752
"Casd1",646.867106493316,0.439153903996975,0.267264285364162,1.643144737422,0.10035299053361,0.999958958199752
"Mrpl45",779.939240566006,-0.0224404258315351,0.092359711612944,-0.242967690561629,0.808030426759597,0.999958958199752
"Gm37883",0.288274040830075,0.908256069888101,1.5398114973886,0.589848868792337,0.555291976375331,NA
"Gm37703",7.6000041905369,-0.0975644980298349,0.418329520387394,-0.233224033387568,0.815587444421132,0.999958958199752
"Gm24771",1.13529966949038,-0.788300667542575,0.762660088187425,-1.0336199307559,0.301313878133785,NA
"Gm48681",5.25221018057796,0.056169160189187,0.352911538350629,0.159159319221184,0.873543353801294,0.999958958199752
"Bet1",1053.26278369747,-0.143762958942873,0.16083747467511,-0.89383994142704,0.371407535401723,0.999958958199752
"B4galnt3",792.698302769297,0.37870560603045,0.262738064799124,1.44138081522367,0.149477127177499,0.999958958199752
"H4c1",1483.66090958878,-0.143767738978666,0.201447419964689,-0.713673766603049,0.475428931644984,0.999958958199752
"Gngt1",8.97234914432821,-0.00240964107048997,0.325253451264518,-0.00740850269573399,0.994088924152922,0.999958958199752
"Calcr",0.539379006268949,-0.417272570067632,1.22050596558646,-0.34188490825371,0.732437507511538,NA
"Btnl6",9206.67615893736,-0.296875115847932,0.241901563953322,-1.22725587630024,0.219726434013316,0.999958958199752
"Gm43294",640.804601992106,-0.288309591127822,0.325913944148984,-0.88461876609989,0.376362281819311,0.999958958199752
"Gm8579",5.03455549686081,0.0713615520113727,0.507443979049021,0.140629419123483,0.888162706090469,0.999958958199752
"Bicd1",463.287788741652,0.154273839813782,0.184038294118968,0.838270320599986,0.401878900740427,0.999958958199752
"Romo1",540.477623871504,0.0901251978050433,0.120736974594565,0.746458970896729,0.455390207565523,0.999958958199752
"Dennd5b",2963.31219528462,-0.172082753731352,0.16685048753391,-1.03135901054157,0.302372495105791,0.999958958199752
"Tmtc1",652.286499968857,-0.0367802069969728,0.144589204976753,-0.254377268364443,0.799204110715914,0.999958958199752
"Rbp1",93.9852736078938,0.420330281872036,0.229205885400308,1.83385466362668,0.0666755708672004,0.987796648903571
