"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lbx1",0.524122728212878,0.548103367140665,1.19897157802254,0.457144587234213,0.647567124177455,NA
"Pdzd7",47.9134023510919,0.209480636356375,0.550538373181839,0.380501426532143,0.703573237820881,0.999958958199752
"Twnk",561.898616038386,-0.0710326514938477,0.0940569024125227,-0.755209343194258,0.450123383495564,0.999958958199752
"Gm35610",1.00657484401304,0.790475835248269,1.05656478447293,0.748156522784921,0.454365752008597,NA
"Gm26644",1.01160951229217,-1.63158763644951,1.0448260339646,-1.56158784659915,0.11838511437686,NA
"Ndufb8",2411.10028108347,0.0514202682214379,0.119835433978524,0.429090683066687,0.667857232305854,0.999958958199752
"Gm20538",0.586647316324968,2.10639327404647,1.30934693865641,1.60873578412147,0.107674127663488,NA
"Sec31b",73.5783988530431,0.115881159732122,0.271472143384807,0.42686206506228,0.669479797344638,0.999958958199752
"Wnt8b",0.234231583492157,-1.15875667860141,1.77117429388738,-0.654230745444126,0.512963156243834,NA
"Gm35406",26.3717214253145,0.134378662735709,0.206874855094019,0.649564987850444,0.515973255134071,0.999958958199752
"Scd4",29.8226151151959,-0.323394942773228,0.182726253235737,-1.76983294434441,0.0767549740360106,0.999958958199752
"Gm50334",1.37004908867584,0.524744034544435,0.644104623886286,0.814687575720737,0.415251166899672,NA
"Gm50323",16.4561099269185,0.518475508824207,0.318136483682269,1.62972665952397,0.103159280268167,0.999958958199752
"Bloc1s2",400.128088635885,-0.105725077409042,0.0926525344025142,-1.14109212544296,0.253831587864034,0.999958958199752
"Chuk",2722.94011671464,-0.0457140729514261,0.145114135916129,-0.315021501267438,0.752745328751317,0.999958958199752
"Cpn1",228.012794283592,0.338701869460287,0.402245117588758,0.84202854093201,0.399771977990445,0.999958958199752
"Gm50217",2.39865419560426,0.270383149695429,0.54251728656501,0.498386238358193,0.618211834550239,0.999958958199752
"Gm24400",2.00414976797618,0.229876529109318,0.539369061464033,0.426195244653733,0.669965582297717,NA
"Abcc2",11167.073058229,0.0881201245287369,0.355675012269628,0.247754611622633,0.804324274829188,0.999958958199752
"Cutc",256.492243149233,0.0757137598243458,0.122984475788663,0.615636724381806,0.538134307588705,0.999958958199752
"Entpd7",4731.01609276341,0.320851056598215,0.268815090859115,1.19357531443937,0.232644135036023,0.999958958199752
"BC037704",41.071112058048,0.12458755854382,0.146160213155346,0.852404056166795,0.393989869659906,0.999958958199752
"Nkx2-3",393.672356447138,-0.140398456935753,0.131642275813354,-1.06651496313246,0.28619091831393,0.999958958199752
"Gm34636",1.93368202265842,-1.14121878191781,0.591843753115498,-1.92824335123987,0.0538248643242949,NA
"Gm47938",0.677370307381652,0.938548723222992,1.02861558314574,0.912438756131518,0.361537795488752,NA
"Gm19437",2.37165981949021,0.137196110214343,0.504018602322865,0.272204457498293,0.785464814616984,0.999958958199752
"Sfrp5",57.1009199650686,-0.0958315060463786,0.286858976596528,-0.334071839701106,0.738325349182293,0.999958958199752
"Avpi1",157.175064152276,0.444463400180433,0.141492580516819,3.14124881005758,0.00168229047737378,0.289702544198127
"Morn4",14.2824313916744,-0.275318608971053,0.25828306641753,-1.06595686968492,0.28644313927967,0.999958958199752
"Hoga1",55.4919731600063,0.123425133937741,0.324884913738378,0.379904171349529,0.704016550797508,0.999958958199752
"Exosc1",245.923353310524,0.135432896902637,0.12756271347378,1.06169658213232,0.288373451484913,0.999958958199752
"Pgam1",3959.45134238617,0.0291896153280725,0.111606315489009,0.261540892199305,0.793675419139098,0.999958958199752
"Frat1",446.00805888969,-0.109801054172125,0.121959310626738,-0.900308911290713,0.367955880070394,0.999958958199752
"Mir8091",8.78498507442047,0.237273880397128,0.400725692258761,0.59211047602087,0.553776612266927,0.999958958199752
"Tm9sf3",11498.5446366239,0.0612091243907429,0.127447429355799,0.480269588018631,0.631035710817252,0.999958958199752
"Dntt",2.14375221677371,-1.07858247711827,0.613709036438417,-1.75748182457552,0.0788357171695007,NA
"Zfp518a",1125.81487774604,0.0204909309760238,0.138866723874936,0.147558251568447,0.882691404753711,0.999958958199752
"E030044B06Rik",6.1164357764687,0.8917334903399,0.599555875872526,1.48732341092008,0.136929414252212,0.999958958199752
"Ccnj",175.407171850136,-0.0684538062058822,0.130954097040469,-0.522731306258617,0.601161249134476,0.999958958199752
"Gm50132",0.550292587773009,0.27927686356114,1.0729937719559,0.260278177618927,0.794649204396222,NA
"Gm27042",9.71429438778021,-0.221121471054946,0.342192129912172,-0.646190989581495,0.518155674143717,0.999958958199752
"Cyp2c37",0.137414586322571,-0.399994232398261,3.00136110372501,-0.13327094560592,0.893979104650235,NA
"Cyp2c40",28.0824443436643,-0.111608538180292,0.463472357163869,-0.240809481849703,0.80970278039741,0.999958958199752
"Cyp2c67",27.9876620512844,0.611980080790125,0.478380572859278,1.27927452641382,0.20080039971969,0.999958958199752
"Cyp2c66",3772.54683830819,0.13522463956593,0.571127654545177,0.23676780224137,0.812836931472469,0.999958958199752
"Tbc1d12",332.831689406728,-0.0442090913551785,0.114459464231039,-0.386242340484325,0.699317198894739,0.999958958199752
"Gm42723",1.97392144756032,1.27304733717128,0.693403581059538,1.83593995177531,0.0663665380929672,NA
"Ffar4",37.3255302983988,-0.328639017096352,0.270171518352355,-1.21640881726009,0.223829226798058,0.999958958199752
"Cep55",276.081236752714,-0.0508582379972624,0.198452674263342,-0.25627388588261,0.797739360131952,0.999958958199752
"I830134H01Rik",5.0197910062266,0.27275874889573,0.386433876754969,0.705835500723146,0.480290442076947,0.999958958199752
"Cyp26c1",5.25176887584907,0.318125582164906,0.37923404598645,0.838863455250724,0.401545937241722,0.999958958199752
"Hhex",58.4222999762506,0.0867672605512602,0.20644649403266,0.420289339171502,0.674274096943849,0.999958958199752
"Kif11",1441.74982272523,-0.0231774681398866,0.200776123985254,-0.11543936440166,0.908096879225203,0.999958958199752
"Marchf5",1454.3559607694,-0.115662346007072,0.133109476812322,-0.868926456454715,0.384887357744382,0.999958958199752
"A330032B11Rik",139.281826212811,-0.0600451064883541,0.234179726285203,-0.256406083655706,0.797637290766553,0.999958958199752
"Fgfbp3",30.6743426625013,0.216878633437016,0.304725814468332,0.711717298435687,0.476639853581122,0.999958958199752
"Ppp1r3c",217.697100054154,-0.24076968324251,0.15775759087449,-1.52620030458035,0.12695998764714,0.999958958199752
"Gm47735",3.43449559842522,0.120621327590656,0.517750788292641,0.232971789359167,0.815783311901958,0.999958958199752
"Gm32027",0.766725969671388,-1.45285528014322,1.57991504813806,-0.919578101275392,0.357793274730139,NA
"Rpp30",140.889736161631,0.035718268389973,0.141506520316492,0.252414293773077,0.800720852934662,0.999958958199752
"Kif20b",801.85012144607,0.0631788299537675,0.186636817808596,0.338512147257891,0.734977274664112,0.999958958199752
"Ifit1",672.113578015424,-0.550293605696644,0.351042881037137,-1.56759653997492,0.116975320120206,0.999958958199752
"Ifit1bl2",2674.95285784252,-0.504672573119974,0.389247916684284,-1.29653249635581,0.19479209184933,0.999958958199752
"Ifit3b",83.4850800827493,-0.266496176509767,0.278400587331073,-0.957239993868442,0.338446134898859,0.999958958199752
"Ifit1bl1",1919.15939533277,-0.0972114339250376,0.581887862700638,-0.167062144025248,0.867321152042525,0.999958958199752
"Ifit3",330.016419777025,-0.294369169774107,0.244980793977131,-1.20160101122698,0.229518149511885,0.999958958199752
"Ifit2",244.03389950529,-0.222136340824052,0.190861130332809,-1.16386369732123,0.244479253464522,0.999958958199752
"Gm26902",5.13679015963741,0.46447416997323,0.454642448303935,1.02162517315744,0.306958338601318,0.999958958199752
"Fas",497.811872444862,-0.164006506921125,0.216819677841053,-0.756418921724232,0.449398066804033,0.999958958199752
"Acta2",8383.93206891549,-0.169528053150123,0.220704558297998,-0.768122119712746,0.442414636665504,0.999958958199752
"Lipk",5.10218214833391,0.626887664789715,0.483170640394075,1.29744568974312,0.194477880454696,0.999958958199752
"Lipo2",0.838117637899596,-2.29290574659841,1.25817063541411,-1.8224123835506,0.0683924369898271,NA
"Gm29863",0.670820666492701,1.23786922237687,1.24437067697398,0.994775307135233,0.319845558444001,NA
"Gm22482",0.293454358229759,-1.76208677427093,2.40593781477256,-0.732390822178214,0.463930058962497,NA
"Atad1",2504.6207178293,0.0603898823863427,0.134182078099132,0.450059227296565,0.652667735070317,0.999958958199752
"AC115752.1",85.8030115114062,0.098004920082798,0.221520706772817,0.442418776603616,0.658186194147239,0.999958958199752
"Rpl9-ps6",0,0,0,0,1,NA
"Asah2",13020.7810702622,-0.829165261289039,0.450544054818288,-1.84036444920676,0.065714749146508,0.986277416715136
"9130016M20Rik",646.177847283885,0.122427008849205,0.231243634178342,0.529428666368329,0.596508116605485,0.999958958199752
"A1cf",2588.04157092229,0.0875277588808381,0.211207662487979,0.414415641221445,0.67856973593364,0.999958958199752
"Cstf2t",1110.72428830535,-0.125890504699659,0.159683281639657,-0.78837623705495,0.430476666224511,0.999958958199752
"Mbl2",440.810849550798,-1.39818795290689,0.766983342437314,-1.82297042914093,0.0683078697159437,0.990285783252677
"Uhrf2",895.166767432859,0.0724914524718938,0.147704878722895,0.490785768883727,0.623577976418534,0.999958958199752
"Ranbp6",735.088234226116,-0.00598891265036675,0.107981250910812,-0.0554625233533673,0.955769986003123,0.999958958199752
"Gm50373",0.510187390684215,0.0796481366639351,1.05969390554516,0.0751614558196028,0.94008625137279,NA
"Mlana",2.74523182198895,-0.34945004796374,0.484609829028444,-0.72109566713561,0.470850656697252,0.999958958199752
"Ric1",2079.79770464193,0.0544131287898697,0.108297842795181,0.502439636704294,0.615358303457603,0.999958958199752
"Pdcd1lg2",63.0464309147737,-0.255202989317203,0.285563564994219,-0.893681899938352,0.371492112366084,0.999958958199752
"Gm36043",26.311674563512,-0.334349240089344,0.247337193423437,-1.35179523735011,0.17644082815029,0.999958958199752
"Insl6",236.500796772507,-0.338294121591698,0.246637892654176,-1.37162265680739,0.170180936903352,0.999958958199752
"Rcl1",495.374412074476,0.00412922312404745,0.132782532355614,0.0310976380009736,0.975191673362184,0.999958958199752
"Gm9895",50.2210581046101,-0.18770773268957,0.22670530450354,-0.827981211558457,0.407681140382229,0.999958958199752
"Ak3",6969.2208476097,0.0759919013150002,0.13705521397881,0.554461950836465,0.579262738620454,0.999958958199752
"Cdc37l1",1924.1244799836,0.105665743116958,0.080227044235602,1.31708383530435,0.187810524743483,0.999958958199752
"Kcnv2",4.78266023885788,0.450894373499067,0.604684197407423,0.745669186382365,0.455867277442483,0.999958958199752
"Gm50114",2.31034697934074,0.338940275585995,0.594386811869489,0.570235188294214,0.568518192648297,0.999958958199752
"Vldlr",479.993330601624,0.411772335458072,0.249016777339904,1.65359274124735,0.0982102885417342,0.999958958199752
"Pprc1",743.205823055496,0.214764486224851,0.268045062193855,0.801225303189991,0.423001225210098,0.999958958199752
"Gm35438",3.14630397330008,-0.56303266873705,0.516825278880506,-1.08940621085066,0.275974793744126,0.999958958199752
"Gm34808",0.745031360746469,1.02412059561813,1.28167307739169,0.799049783976348,0.424261545500066,NA
"2610016A17Rik",2.85528687386045,-0.374585786879984,0.929841032322836,-0.402849276229757,0.687059108350524,0.999958958199752
"Dmrt3",1.08081206977246,-1.8239562671846,1.45853512066326,-1.25053983366213,0.211102413613604,NA
"Gm23658",1.62963287678557,-0.510743362579084,0.759833338904358,-0.672178142795827,0.501470293955772,NA
"Tmem252",635.91831352095,0.0455476849024871,0.290526187538277,0.156776520865219,0.875420977639575,0.999958958199752
"Gm50341",3.93870308868508,-0.56412875915418,0.450230936240283,-1.25297644774261,0.21021427817809,0.999958958199752
"Fam122a",108.023439345734,0.0264780562922163,0.152963626531813,0.17310034347747,0.86257255497141,0.999958958199752
"Gm50301",0.474245665417991,-1.9116930399181,1.91133420272179,-1.00018774173339,0.317219660385144,NA
"Gm41821",0.655536933205392,1.45438281726746,1.20043904908925,1.21154240889687,0.225687591452279,NA
"Gm50136",1.00182715906883,1.48503864338168,0.952484087763831,1.55912173490282,0.118967570263592,NA
"Cemip2",1454.1318101651,0.0392151562735503,0.132609575896514,0.295718887632617,0.767444771736534,0.999958958199752
"Gda",27115.8274925568,-0.0554701423133438,0.321077000862518,-0.172762739667845,0.862837926020213,0.999958958199752
"Gm50255",2.10806776074654,0.53682488849806,0.546547130040459,0.982211522102989,0.325995652363605,NA
"Gm23238",7.35380917235325,3.75580171594286,1.5954353645701,2.35409205496387,0.018568012135032,0.719905806879321
"Carnmt1",606.512708161718,0.0230164794547072,0.0988980251623037,0.23272941413071,0.815971527103986,0.999958958199752
"Nmrk1",586.699889794313,-0.0498280833103158,0.166236907726137,-0.299741399138655,0.764374417706788,0.999958958199752
"Gcnt1",370.003728294239,-0.0365125384544634,0.174156866841791,-0.209653165658017,0.833938381457763,0.999958958199752
"Gm50277",6.49432967389798,0.307937991835664,0.323843518158125,0.950885148441677,0.341662681766362,0.999958958199752
"Gm50348",0.652714259684044,-0.884157232802197,0.962939843294356,-0.918185324825036,0.358521850270786,NA
"Olfr1505",22.1401368656888,0.350055748447576,0.233595801086383,1.49855325660638,0.133989566786252,0.999958958199752
"Olfr1501",0.520319329727292,0.414865869469684,1.78078152261219,0.232968426615932,0.815785923149758,NA
"Olfr1490",1.34162504325244,-0.595474871541424,0.902314623502589,-0.659941506023608,0.509291367266767,NA
"Olfr1489",80.8419273588075,-0.24855885958894,0.242156557602244,-1.02643868929295,0.304684849231466,0.999958958199752
"Olfr1487",28.9101177989,0.415718677408248,0.343634265939158,1.2097707318916,0.226366879920552,0.999958958199752
"Olfr1484",20.4751170836692,0.0831830256178521,0.353594710253666,0.235249632434199,0.81401498560194,0.999958958199752
"Olfr1458",0.530387597865667,-1.8219689052843,1.95915858406317,-0.929975204715512,0.352383922672145,NA
"Olfr1450",0.535502558463251,-1.29094403862889,1.54062777309813,-0.837933770357043,0.402067901035248,NA
"Olfr1448",1.09604107922344,-1.05857774658348,1.00721236623569,-1.0509975672159,0.293259707173064,NA
"Gm5244",3.86293186794357,0.258123880827124,0.434679487900791,0.593825768208408,0.552628652318919,0.999958958199752
"Zfp91",3844.66533258358,0.0648842445369228,0.071808700673578,0.903570791955535,0.366223034775232,0.999958958199752
"Cntf",43.9089008537946,-0.205771106307161,0.139805451533025,-1.4718389308199,0.141064377933274,0.999958958199752
"Glyat",12.3177633184271,-0.287854612657129,0.379354697377442,-0.758800707219728,0.447971782539994,0.999958958199752
"Gm4952",10.7450775703788,0.464741360685993,0.381579118763061,1.21794232921475,0.223245889085371,0.999958958199752
"Gm47242",0.941787069610106,-0.817972258625635,0.989558399373203,-0.826603320373762,0.408461934778424,NA
"Dtx4",1374.28461519032,0.0283713351058197,0.125683049854747,0.225737162955615,0.821405852158649,0.999958958199752
"Mpeg1",3580.54394272454,-0.225529644667568,0.114184597876008,-1.97513192552001,0.048253178680189,0.92972090516017
"Olfr1432",2.20359336314033,0.0355548104759257,0.578506145770169,0.0614596936193155,0.950993113525733,0.999958958199752
"Olfr1555-ps1",10.7247493952885,0.00763446805557612,0.294587680505497,0.0259157750333475,0.979324517615618,0.999958958199752
"Olfr1425",0.384724457862469,-1.70285085597905,1.71243634499446,-0.99440242608525,0.32002698748316,NA
"Olfr1418",0.380465145264843,-0.389114809739183,1.74462609654534,-0.223036219915372,0.823507317012995,NA
"Olfr1417",0.284915624992858,-0.669472057254151,2.08500335795086,-0.321089198586284,0.74814279556592,NA
"Ms4a6d",201.504931407699,-0.264164969501267,0.185236827148241,-1.42609314555934,0.153841457079532,0.999958958199752
"Gm38275",14.1980450408297,0.046932192285126,0.247859349980486,0.189350098307048,0.849818432666521,0.999958958199752
"Ms4a4d",338.179119493978,-0.246676169760778,0.147457852867101,-1.67285882009349,0.0943550921808886,0.999958958199752
"Ms4a6b",466.868109673434,-0.232511655659131,0.122699210566119,-1.894972710797,0.0580960171090591,0.970653465983315
"Gm50216",30.0985738956576,-0.0680942247840855,1.08777859139445,-0.0625993426629164,0.950085552871626,0.999958958199752
"Gm8369",3.66921961837767,-0.317179380960595,0.440476049395318,-0.72008314957423,0.471473801688537,0.999958958199752
"BE692007",17.9091502314592,-0.485447913088216,0.25023900719397,-1.93993701674147,0.052387344725246,0.948635933637297
"Ms4a6c",472.024905996648,-0.175173597005273,0.151881380209402,-1.15335794791802,0.248763494316252,0.999958958199752
"Ms4a4c",27.7808332734567,-0.440227256926376,0.261094977023048,-1.68608091180366,0.0917802160230936,0.999958958199752
"Ms4a4a",136.050809748365,0.16597366054986,0.235296512475007,0.705380877957083,0.480573240730842,0.999958958199752
"Gm28935",1.33747416153564,-1.53793716701325,0.763462051098748,-2.01442516337243,0.0439649146578704,NA
"Ms4a7",323.714829791669,-0.30933465517933,0.0998835803452477,-3.09695201263425,0.00195521522224733,0.29388524775909
"Ms4a1",50.0816164587922,-0.658998730089692,0.469126638333024,-1.4047352596121,0.160100016737718,0.999958958199752
"AW112010",1226.85617613961,-0.367660897532869,0.242314210309174,-1.51728987360569,0.129193513757091,0.999958958199752
"Gm28347",2.41549595307675,0.22345235696759,0.536481741959171,0.41651437409886,0.677033651381588,0.999958958199752
"Ms4a15",13.5970597733762,-0.273096280850171,0.360834139876792,-0.756847123566026,0.449141457026406,0.999958958199752
"Ms4a10",2930.0188973317,-0.513633414066664,0.314736980633857,-1.6319449116918,0.102691091689419,0.999958958199752
"Ptgdr2",8.84901050479119,-0.415090427343148,0.336273796174419,-1.23438231603348,0.217060475429248,0.999958958199752
"Slc15a3",216.643857515406,-0.251650484187825,0.198072709314362,-1.27049549157441,0.203908187774748,0.999958958199752
"Gm10802",1.12503096698209,-0.366486696928907,0.866027261645506,-0.423181478412769,0.672162859095418,NA
"Cd6",178.530388708839,-0.812992751984446,0.295612252571962,-2.75019977998556,0.00595589404447235,0.473452501404211
"Cd5",114.122026389895,-0.790067502551021,0.259662243508179,-3.0426737899079,0.00234486373295065,0.317977315504185
"Vps37c",557.524930542715,0.0693108735016623,0.0829738623254499,0.83533382150879,0.403529779574928,0.999958958199752
"Pga5",1.27864847280574,0.401348281659214,0.864075153964651,0.464483071660724,0.642301685155192,NA
"Vwce",351.246050996483,0.0149375653307522,0.300081534502227,0.0497783555910246,0.960299015032214,0.999958958199752
"Cyb561a3",605.917557434723,-0.0834108402012705,0.113932176852343,-0.732109598058251,0.464101675986926,0.999958958199752
